Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,Burn Rate,Work Hours per Week,Sleep Hours,Work-Life Balance Score,Manager Support Score,Deadline Pressure Score,Team Size,Recognition Frequency,Rango_Descanso
Male,Service,Yes,1,3,5.5,0.34,44,8.2,3,4,3,13,2,8.5
Female,Product,No,3,6,5.9,0.55,53,5.3,1,3,4,7,0,5.5
Male,Product,No,1,4,5.8,0.54,57,5.6,2,3,5,15,0,6.0
Female,Product,Yes,2,4,3.8,0.32,43,7.5,3,3,1,17,3,7.5
Male,Product,Yes,2,4,4.3,0.35,41,7.8,5,5,1,4,5,8.0
Female,Service,Yes,2,3,4.6,0.27,38,7.1,4,5,2,14,4,7.5
Female,Product,No,2,3,5.4,0.36,39,7.1,5,3,2,10,3,7.5
Male,Service,No,4,6,7.567118391756793,0.65,52,5.4,1,1,4,4,0,5.5
Male,Service,Yes,1,2,2.7,0.16,37,7.9,3,4,1,14,3,8.0
Male,Service,No,3,6,5.4,0.43,59,6.0,1,2,4,7,1,6.0
Female,Service,No,3,8,7.6,0.71,53,5.9,1,3,5,15,1,6.0
Female,Service,Yes,0,1,2.7,0.16,36,6.0,5,3,3,8,2,6.0
Female,Service,Yes,0,1,0.4,0.05,43,6.4,5,5,2,8,5,6.5
Female,Product,Yes,2,3,3.8,0.3,43,7.1,4,3,1,10,2,7.5
Female,Service,Yes,3,4,6.2,0.49,51,4.7,1,1,4,19,1,5.0
Female,Product,Yes,3,7,7.8,0.78,52,5.2,2,3,5,7,1,5.5
Male,Product,No,1,2,0.1,0.03,38,6.4,3,5,2,6,3,6.5
Male,Product,Yes,1,4,6.379158213814943,0.52,51,6.0,1,1,5,8,1,6.0
Male,Product,No,4,7,6.7,0.6,52,5.1,1,2,5,17,0,5.5
Male,Product,Yes,0,1,2.299385148517722,0.08,38,6.9,5,4,1,7,5,7.0
Female,Product,No,2,5,7.7,0.58,58,5.6,1,3,4,3,0,6.0
Male,Service,Yes,2,5,7.2,0.6,57,5.0,2,3,4,10,1,5.0
Male,Product,No,3,6,5.5,0.46,57,5.3,1,2,5,18,0,5.5
Male,Product,No,3,7,6.7,0.58,53,5.4,2,2,5,8,0,5.5
Female,Service,Yes,0,1,0.8,0.05,38,6.9,4,3,1,17,4,7.0
Female,Service,Yes,4,8,8.0,0.67,50,5.5,1,1,5,16,1,5.5
Female,Service,No,2,5,5.7,0.48,52,6.3,2,1,5,11,1,6.5
Male,Product,Yes,1,2,3.8,0.24,36,6.2,3,4,3,14,4,6.5
Female,Product,Yes,2,4,6.4,0.4,38,7.8,5,5,1,10,4,8.0
Female,Product,Yes,2,4,3.9,0.33,44,7.0,5,3,1,6,5,7.0
Female,Product,Yes,2,4,6.1,0.47,58,5.9,2,2,5,7,1,6.0
Female,Service,Yes,3,6,6.6,0.48,54,5.7,1,1,5,18,0,6.0
Female,Service,No,2,2,3.8,0.29,35,6.4,3,4,3,10,2,6.5
Female,Service,No,3,6,6.3,0.61,54,5.8,1,3,5,10,1,6.0
Female,Product,No,1,3,4.7,0.28,37,6.9,3,4,2,18,5,7.0
Male,Product,Yes,1,4,6.2,0.46,55,4.7,1,3,5,6,1,5.0
Female,Service,Yes,4,7,7.3,0.71,56,5.2,2,1,4,11,1,5.5
Male,Service,Yes,1,2,4.1,0.33,42,6.4,4,3,3,19,2,6.5
Female,Service,No,0,1,0.0,0.0,38,6.9,3,5,3,4,5,7.0
Male,Service,No,4,6,7.3,0.54,57,5.3,1,2,4,9,0,5.5
Female,Product,Yes,2,5,5.5,0.38,36,7.1,4,4,3,17,2,7.5
Female,Service,No,1,4,6.5,0.45,57,5.2,1,2,4,13,0,5.5
Male,Product,Yes,3,7,6.8,0.57,52,5.2,1,1,5,14,0,5.5
Male,Product,No,3,5,6.855652268024204,0.57,55,5.1,1,1,5,12,1,5.5
Female,Service,No,1,1,3.6,0.23,38,6.4,5,5,2,14,5,6.5
Female,Service,Yes,2,4,4.0,0.24,36,6.4,3,3,2,7,5,6.5
Male,Product,No,3,7,8.4,0.64,54,4.3,1,3,4,12,0,4.5
Male,Service,Yes,1,3,5.4,0.49,49,4.4,1,2,4,9,1,4.5
Female,Service,Yes,1,2,2.4701489371029064,0.1,41,6.5,3,5,1,10,5,6.5
Female,Service,Yes,1,2,4.1,0.33,37,7.4,4,4,2,13,5,7.5
Female,Product,No,2,5,4.795757654521503,0.36,40,6.7,4,3,1,7,5,7.0
Female,Service,Yes,2,3,5.9,0.38,44,7.1,5,5,2,15,3,7.5
Female,Service,Yes,3,5,6.0,0.42,48,5.5,2,2,5,6,0,5.5
Male,Service,Yes,2,4,5.3,0.48,56,5.8,2,1,4,12,0,6.0
Female,Product,Yes,2,4,4.6,0.34,39,7.6,3,5,3,8,4,8.0
Female,Product,No,5,9,9.0,0.89,58,5.2,1,3,5,12,1,5.5
Male,Service,Yes,2,4,5.9,0.41,54,5.2,1,1,4,7,1,5.5
Female,Product,Yes,2,3,6.1,0.5,53,5.2,1,2,5,7,1,5.5
Female,Service,No,1,4,5.6,0.34,35,7.8,3,5,3,3,2,8.0
Male,Service,No,2,5,8.3,0.64,55,5.6,2,1,4,10,1,6.0
Male,Service,No,5,10,7.6,0.76,53,5.7,2,2,4,6,1,6.0
Male,Service,No,3,4,5.1,0.31,43,7.5,5,5,3,12,2,7.5
Male,Product,Yes,1,3,6.7,0.44,55,5.9,2,1,5,13,0,6.0
Male,Service,Yes,1,3,5.7,0.36,42,6.7,3,4,1,19,3,7.0
Male,Product,Yes,2,2,3.9,0.17,43,8.1,4,3,3,6,2,8.5
Female,Service,No,3,6,5.7,0.46,55,6.5,1,1,4,17,0,6.5
Male,Service,Yes,2,3,7.2,0.49,52,5.0,1,2,4,11,0,5.0
Male,Service,Yes,2,4,4.2,0.33,40,7.2,5,5,1,8,2,7.5
Male,Service,No,4,8,8.9,0.8,48,6.2,1,1,5,11,1,6.5
Female,Service,Yes,2,4,5.8,0.43,59,4.5,1,3,4,17,1,4.5
Female,Service,Yes,2,3,2.7,0.2,35,7.7,5,5,1,18,3,8.0
Female,Service,No,2,4,5.3,0.37,40,7.2,5,5,2,16,3,7.5
Female,Service,No,2,5,4.1,0.31,37,7.2,5,4,2,9,4,7.5
Male,Product,Yes,2,3,3.4,0.28,35,6.0,4,5,1,17,2,6.0
Female,Service,No,2,4,5.3,0.35,41,7.1,3,3,2,7,5,7.5
Female,Product,Yes,4,7,7.1,0.54,54,5.2,2,3,4,19,1,5.5
Male,Service,No,2,5,7.1,0.54,50,5.9,1,1,4,3,1,6.0
Female,Product,Yes,2,4,5.5,0.35,39,6.6,4,5,3,8,5,7.0
Female,Product,Yes,2,4,6.1,0.43,50,5.5,1,1,4,7,1,5.5
Female,Service,No,3,3,4.1,0.28,36,6.6,5,4,3,7,2,7.0
Male,Service,No,4,6,8.3,0.64,52,5.7,1,3,5,5,1,6.0
Male,Service,Yes,2,6,6.9,0.53,52,5.8,1,3,4,7,1,6.0
Male,Service,No,4,8,7.1,0.72,49,5.4,2,1,4,15,0,5.5
Male,Service,Yes,1,2,4.7,0.37,44,6.7,4,4,1,11,4,7.0
Male,Service,No,3,6,4.7,0.41,49,5.3,1,1,4,3,0,5.5
Female,Service,No,3,6,7.9,0.61,48,5.6,1,1,5,19,1,6.0
Male,Service,No,2,6,8.2,0.7,57,6.2,2,2,5,6,0,6.5
Male,Service,Yes,4,7,6.8,0.54,51,5.2,1,1,4,4,0,5.5
Female,Service,Yes,1,4,5.5,0.45,50,5.4,2,1,4,5,1,5.5
Female,Service,No,2,3,2.1,0.14,40,6.5,4,4,1,17,5,6.5
Female,Product,No,1,4,5.8,0.37,40,7.4,3,4,2,14,3,7.5
Male,Service,Yes,3,5,6.3704752896299555,0.52,51,6.0,1,1,4,19,0,6.0
Female,Service,No,3,5,6.7,0.52,48,5.4,1,2,5,14,0,5.5
Male,Product,Yes,2,5,6.8,0.48,54,5.3,2,1,4,9,0,5.5
Female,Service,No,0,1,2.8,0.22,43,6.7,5,4,2,9,4,7.0
Female,Service,No,3,8,7.9,0.76,54,6.5,1,1,5,14,1,6.5
Female,Product,No,4,6,7.0,0.55,52,5.9,1,1,5,19,0,6.0
Female,Service,No,1,3,5.5,0.32,42,6.8,3,4,2,4,3,7.0
Male,Service,Yes,1,4,6.5,0.47,58,4.8,2,3,5,10,1,5.0
Male,Service,No,3,7,8.0,0.79,58,4.6,2,1,5,5,0,5.0
Male,Service,Yes,2,3,6.1,0.41,51,5.1,1,3,5,3,0,5.5
Male,Service,No,2,4,5.1,0.47,48,5.6,2,3,4,14,1,6.0
Male,Product,No,1,4,4.5,0.32,37,6.9,4,4,1,11,2,7.0
Male,Service,Yes,2,4,6.6,0.44,56,5.8,2,3,5,8,0,6.0
Male,Service,Yes,2,4,6.9,0.54,51,5.9,2,3,5,13,0,6.0
Female,Service,No,4,8,8.0,0.77,55,5.1,2,3,4,3,1,5.5
Male,Service,Yes,3,5,6.6,0.44,54,6.4,2,3,4,19,0,6.5
Female,Service,No,4,8,8.1,0.78,57,5.8,2,2,5,15,0,6.0
Male,Service,Yes,2,5,7.1,0.54,57,6.7,2,1,5,17,0,7.0
Male,Service,Yes,3,4,6.3,0.39,44,8.0,5,3,1,9,5,8.0
Female,Service,Yes,2,4,3.9,0.28,38,6.5,3,3,3,14,3,6.5
Male,Service,Yes,3,7,7.4,0.51,55,4.8,2,2,4,4,0,5.0
Female,Product,Yes,3,5,5.2,0.47,48,5.1,2,1,4,19,1,5.5
Male,Product,Yes,1,2,4.7,0.31,37,8.4,4,4,2,6,5,8.5
Male,Service,Yes,0,1,1.3,0.08,39,6.9,4,3,2,8,3,7.0
Male,Product,Yes,0,1,0.0,0.0,40,7.1,4,4,3,3,2,7.5
Female,Product,Yes,2,4,5.7,0.35,42,7.3,4,4,2,3,4,7.5
Male,Service,Yes,4,8,9.7,0.84,59,5.6,1,2,5,4,1,6.0
Female,Service,Yes,1,2,5.4,0.3,37,7.7,3,5,2,10,3,8.0
Female,Service,No,2,3,3.5,0.3,44,6.3,5,5,3,17,5,6.5
Female,Service,Yes,3,5,4.7,0.33,42,7.0,4,5,1,13,5,7.0
Female,Product,No,2,4,6.8,0.56,55,5.5,1,2,5,18,1,5.5
Male,Service,No,1,4,4.4,0.32,36,7.7,3,4,3,9,2,8.0
Female,Service,Yes,2,4,5.546868412223223,0.43,48,6.0,2,2,4,3,0,6.0
Male,Product,No,2,5,5.8,0.52,54,6.1,2,3,5,7,0,6.5
Female,Product,Yes,3,5,5.3,0.42,50,6.0,1,1,4,11,0,6.0
Male,Service,Yes,1,2,0.8,0.05,38,7.2,3,3,2,4,4,7.5
Female,Product,No,3,5,6.4,0.61,57,5.3,1,2,4,17,1,5.5
Female,Service,Yes,3,5,6.016316520180919,0.48,59,6.3,1,3,5,4,1,6.5
Male,Product,Yes,2,3,5.3,0.29,36,7.2,3,4,2,11,4,7.5
Female,Service,Yes,5,8,9.0,0.75,55,5.0,1,1,4,9,0,5.0
Male,Service,No,3,6,6.8,0.54,56,4.9,1,3,4,10,0,5.0
Female,Service,Yes,2,5,8.2,0.68,49,5.7,1,2,4,19,0,6.0
Male,Service,No,2,5,6.9,0.62,48,4.5,1,3,4,10,1,4.5
Female,Product,Yes,2,3,5.8,0.5,51,5.5,1,3,4,4,1,5.5
Female,Service,Yes,1,3,4.9,0.37,37,6.9,4,4,1,18,5,7.0
Male,Product,Yes,3,6,5.6,0.39,39,7.5,5,4,1,15,5,7.5
Male,Product,No,2,3,4.7,0.25,35,6.8,5,3,1,11,5,7.0
Female,Product,Yes,2,5,4.9,0.43,59,5.9,2,2,4,17,1,6.0
Female,Service,No,2,5,7.4,0.62,56,5.3,2,3,4,3,0,5.5
Male,Service,Yes,2,4,6.4,0.49,54,4.6,1,2,4,19,0,5.0
Female,Service,Yes,0,2,3.1,0.13,36,7.4,3,3,1,17,4,7.5
Female,Product,No,1,2,4.7,0.39,40,6.9,3,4,2,8,3,7.0
Female,Service,No,4,6,7.3,0.64,56,7.2,2,1,4,17,0,7.5
Female,Service,Yes,1,2,3.3,0.19,35,7.0,4,3,3,13,4,7.0
Female,Service,No,4,7,8.8,0.7,53,4.8,2,2,4,8,0,5.0
Female,Product,Yes,3,5,5.6,0.42,49,4.9,1,1,5,15,1,5.0
Male,Service,No,2,4,6.9,0.5,58,4.9,2,3,5,3,0,5.0
Female,Product,Yes,2,3,2.6,0.19,43,7.0,4,5,1,4,5,7.0
Male,Product,Yes,1,3,4.5,0.23,44,7.6,5,5,1,9,4,8.0
Female,Service,No,4,7,6.312992333880957,0.52,54,5.7,1,2,4,6,0,6.0
Female,Service,Yes,3,5,5.6,0.37,42,6.4,3,4,2,17,4,6.5
Male,Service,No,4,8,8.1,0.6,57,5.6,1,1,4,5,1,6.0
Male,Service,Yes,2,3,6.8,0.5,57,4.8,2,1,5,7,0,5.0
Male,Product,Yes,2,3,5.6,0.41,55,5.7,1,1,4,9,0,6.0
Female,Service,No,2,4,5.2,0.36,36,6.4,3,4,1,9,2,6.5
Male,Service,No,3,6,7.6,0.62,51,5.1,2,3,5,7,0,5.5
Female,Service,No,3,7,6.4,0.57,49,6.2,2,3,5,17,0,6.5
Female,Product,No,4,9,7.5,0.71,56,6.4,1,2,4,19,0,6.5
Male,Service,Yes,2,2,3.4,0.18,43,6.1,4,5,2,12,5,6.5
Female,Service,Yes,3,6,5.88126519868097,0.47,51,5.4,2,3,5,16,0,5.5
Male,Service,Yes,1,2,4.7,0.24,37,7.4,3,4,1,6,4,7.5
Female,Service,No,2,4,5.5,0.5,56,5.0,1,1,5,19,0,5.0
Female,Service,No,2,4,7.785196058343214,0.67,49,4.9,1,3,4,7,0,5.0
Female,Product,Yes,2,3,3.4,0.23,35,7.2,5,4,1,11,5,7.5
Male,Service,Yes,1,3,3.7,0.27,42,7.9,4,4,1,5,2,8.0
Female,Service,No,1,3,5.1,0.36,38,7.8,3,3,2,12,5,8.0
Male,Service,Yes,2,5,6.8,0.69,59,5.4,2,2,5,16,1,5.5
Female,Product,Yes,0,1,2.7,0.21,41,7.0,3,4,3,3,2,7.0
Female,Product,No,2,3,4.8,0.44,57,6.5,1,3,5,12,0,6.5
Male,Product,No,3,6,7.5,0.66,53,5.5,1,1,5,5,1,5.5
Female,Service,Yes,1,3,6.1,0.41,56,5.0,1,2,5,11,0,5.0
Male,Product,No,1,4,4.4761458196573445,0.32,40,7.1,5,4,3,10,4,7.5
Female,Product,Yes,1,3,6.028998619136221,0.48,51,6.0,2,1,4,12,0,6.0
Male,Service,Yes,1,4,6.0,0.37,41,7.9,5,4,3,5,4,8.0
Female,Service,Yes,3,5,4.5,0.37,39,6.6,3,4,3,19,4,7.0
Male,Service,Yes,3,4,5.1,0.44,58,5.1,2,1,4,4,1,5.5
Male,Service,Yes,1,3,4.9,0.4,36,5.9,5,5,1,16,3,6.0
Male,Service,Yes,2,6,6.2,0.58,55,6.4,2,1,4,3,0,6.5
Female,Product,No,5,10,9.8,0.97,56,5.1,1,3,4,5,0,5.5
Female,Service,No,3,6,7.0,0.5,51,4.7,1,2,4,5,1,5.0
Male,Service,No,1,3,4.7,0.4,35,6.5,3,5,1,4,4,6.5
Female,Service,Yes,3,4,4.7,0.41,52,5.0,2,3,4,7,1,5.0
Male,Service,Yes,2,4,7.0,0.54,51,4.8,1,3,5,5,0,5.0
Male,Service,No,3,6,5.6,0.45,53,5.6,1,2,5,12,1,6.0
Male,Service,No,3,4,6.8,0.49,58,5.8,1,3,4,4,1,6.0
Female,Service,Yes,4,8,8.0,0.71,56,5.3,1,1,4,8,1,5.5
Male,Service,No,2,5,4.0,0.31,35,6.8,5,4,2,6,3,7.0
Female,Service,Yes,1,3,2.7,0.21,43,7.0,4,3,1,4,4,7.0
Male,Product,Yes,0,1,2.4,0.16,42,7.1,5,4,3,14,5,7.5
Female,Service,Yes,4,7,6.8,0.67,56,6.1,1,3,5,12,0,6.5
Male,Product,Yes,3,7,8.0,0.73,58,4.7,2,3,4,15,0,5.0
Male,Service,No,1,5,6.1,0.53,58,4.9,2,2,4,12,0,5.0
Female,Service,Yes,2,4,3.8,0.19,39,6.2,4,4,1,13,4,6.5
Female,Product,No,4,7,6.4,0.59,57,5.4,1,1,4,6,1,5.5
Male,Service,Yes,4,8,7.4,0.72,53,6.7,2,3,4,14,0,7.0
Female,Service,No,3,8,7.4,0.7,57,6.0,2,1,5,15,1,6.0
Female,Product,Yes,1,1,3.5,0.23,41,6.9,4,4,2,14,3,7.0
Female,Service,Yes,4,8,8.0,0.69,57,5.5,2,2,5,16,0,5.5
Female,Product,Yes,3,5,5.0,0.41,59,4.6,1,1,5,16,1,5.0
Male,Service,Yes,1,3,3.2,0.22,44,6.2,4,3,1,6,5,6.5
Female,Product,No,3,6,6.1,0.38,41,6.7,3,3,3,12,4,7.0
Female,Service,No,4,7,8.6,0.68,49,5.5,1,3,4,16,1,5.5
Female,Service,No,2,4,4.6,0.34,42,6.9,5,3,1,6,2,7.0
Female,Service,Yes,3,5,4.728400788748843,0.35,37,6.1,5,4,1,8,4,6.5
Male,Product,No,2,6,8.3,0.65,55,5.6,1,3,5,10,0,6.0
Male,Service,No,1,3,5.1,0.28,43,7.5,5,4,3,18,5,7.5
Male,Service,No,3,6,8.8,0.71,57,5.8,2,1,4,5,0,6.0
Male,Service,Yes,3,5,5.6,0.43,59,5.4,1,2,4,4,0,5.5
Male,Service,Yes,2,4,3.9,0.31,36,7.6,3,4,3,19,2,8.0
Male,Product,No,3,5,6.6,0.52,58,6.9,1,1,5,19,1,7.0
Female,Product,Yes,3,5,6.2,0.43,54,5.6,1,3,4,14,0,6.0
Female,Service,No,2,3,5.2,0.45,48,4.0,1,3,4,9,1,4.0
Female,Service,Yes,2,3,6.3,0.4,39,6.9,3,5,3,17,5,7.0
Female,Product,No,3,7,8.6,0.75,50,4.9,2,2,5,13,0,5.0
Female,Service,Yes,3,5,4.9,0.38,37,6.7,4,5,3,7,2,7.0
Female,Service,Yes,2,3,2.3,0.13,38,6.8,3,3,1,5,5,7.0
Male,Product,Yes,1,2,4.9,0.37,44,7.2,5,3,1,15,5,7.5
Female,Product,Yes,3,6,6.6,0.51,50,5.5,2,2,5,5,1,5.5
Female,Service,No,2,5,5.4,0.5,59,5.1,1,1,4,8,0,5.5
Female,Service,No,2,5,7.4,0.67,52,6.4,1,2,5,14,1,6.5
Male,Service,No,2,4,7.3,0.66,56,5.8,1,3,5,5,1,6.0
Female,Service,Yes,2,3,6.1,0.39,44,6.9,3,3,2,12,5,7.0
Female,Service,No,4,8,8.136521185522291,0.72,52,4.3,2,2,4,17,1,4.5
Male,Service,Yes,1,3,4.5,0.3,44,6.6,3,3,3,18,2,7.0
Male,Service,No,3,6,7.8,0.65,50,5.4,2,3,4,12,1,5.5
Female,Service,Yes,1,1,2.4185548795512193,0.09,35,6.2,5,5,1,15,2,6.5
Female,Product,No,4,7,6.1,0.57,48,5.7,1,1,5,16,0,6.0
Female,Service,Yes,3,5,6.2,0.45,54,5.9,1,1,5,15,1,6.0
Male,Service,No,1,4,4.8,0.37,41,6.9,3,4,2,14,3,7.0
Male,Product,Yes,4,8,9.2,0.78,55,5.8,2,2,5,13,0,6.0
Male,Service,Yes,1,2,1.8,0.12,44,6.4,4,3,2,6,5,6.5
Female,Service,No,2,2,4.8,0.29,39,6.6,4,3,2,7,2,7.0
Female,Product,Yes,1,4,6.3,0.46,54,4.6,2,2,5,8,1,5.0
Male,Service,No,2,4,6.9,0.62,51,5.8,2,3,4,5,1,6.0
Female,Service,Yes,4,7,8.5,0.8,51,6.1,2,1,5,5,1,6.5
Male,Service,Yes,4,8,8.7,0.68,55,5.8,2,1,4,15,0,6.0
Male,Service,Yes,2,4,8.3,0.63,49,5.3,2,3,4,5,1,5.5
Male,Product,No,3,7,6.4,0.55,57,5.1,2,1,5,5,1,5.5
Male,Service,No,2,6,6.302806287240984,0.52,49,6.6,1,3,4,3,0,7.0
Male,Product,Yes,2,5,7.3,0.74,50,5.7,2,1,5,3,1,6.0
Male,Service,Yes,2,5,5.9,0.55,58,5.7,1,2,5,14,0,6.0
Male,Service,No,1,2,4.2,0.24,38,6.6,5,4,2,13,2,7.0
Female,Service,Yes,3,4,5.9,0.49,58,5.0,2,3,4,14,1,5.0
Male,Service,Yes,2,4,5.4,0.43,51,5.3,2,2,5,14,1,5.5
Female,Service,Yes,2,3,4.0,0.24,39,7.1,4,4,2,4,4,7.5
Male,Product,Yes,1,3,4.3,0.31,36,6.9,4,5,3,10,3,7.0
Female,Service,Yes,1,3,4.0,0.35,35,6.4,4,5,2,17,5,6.5
Female,Service,Yes,2,4,6.6,0.45,54,6.1,1,3,5,7,0,6.5
Female,Product,No,2,5,6.3,0.47,52,5.8,1,1,4,19,0,6.0
Female,Service,No,4,7,7.7,0.78,50,5.8,2,2,4,19,1,6.0
Female,Product,No,2,5,6.1,0.46,59,5.2,1,2,4,16,0,5.5
Male,Service,Yes,0,1,3.2,0.15,36,7.1,3,5,1,6,5,7.5
Male,Product,Yes,1,3,4.9,0.37,40,7.4,4,4,1,11,3,7.5
Female,Product,Yes,3,5,6.1,0.43,50,5.5,2,2,4,14,1,5.5
Male,Service,No,3,7,7.3,0.66,53,5.0,1,2,4,16,0,5.0
Female,Service,Yes,0,1,3.2,0.16,39,7.0,4,5,1,15,3,7.0
Female,Service,No,2,3,6.5,0.44,49,5.9,1,2,4,12,1,6.0
Female,Service,No,4,8,6.7,0.66,51,5.1,1,2,4,15,1,5.5
Male,Service,Yes,0,1,3.5,0.25,42,7.1,4,3,2,14,5,7.5
Male,Service,Yes,2,4,4.7,0.42,50,3.8,2,2,5,4,0,4.0
Female,Service,Yes,2,2,2.4,0.07,37,6.6,4,4,1,10,4,7.0
Male,Product,Yes,5,8,8.7,0.76,53,5.0,2,3,4,15,1,5.0
Female,Service,No,2,4,3.1,0.23,40,7.4,3,4,2,3,2,7.5
Male,Product,No,4,8,7.1,0.63,54,6.1,2,1,4,18,1,6.5
Female,Product,No,3,6,7.541228928018587,0.65,57,5.1,1,1,4,16,1,5.5
Female,Service,No,3,6,6.4,0.51,48,5.6,1,2,4,14,0,6.0
Male,Service,Yes,3,5,4.5,0.4,39,7.2,4,5,3,14,4,7.5
Female,Service,Yes,3,6,5.8,0.37,40,6.5,5,4,2,13,5,6.5
Female,Service,Yes,1,2,5.6,0.38,35,6.3,4,5,1,14,3,6.5
Female,Service,Yes,2,4,5.3,0.3,42,7.7,4,3,1,13,5,8.0
Male,Product,Yes,1,4,5.8,0.42,59,4.5,1,3,5,11,0,4.5
Male,Service,No,2,4,5.9,0.4,39,6.4,5,5,2,4,3,6.5
Male,Service,Yes,0,1,0.9,0.06,40,7.5,3,4,1,6,3,7.5
Male,Service,Yes,1,3,3.7,0.17,40,6.9,3,4,3,12,5,7.0
Male,Service,No,3,5,7.3,0.53,49,5.7,2,1,5,19,0,6.0
Male,Service,Yes,3,5,5.0,0.41,57,5.2,2,1,5,13,0,5.5
Female,Service,Yes,2,5,5.2,0.34,43,7.2,4,4,2,10,5,7.5
Male,Product,Yes,0,1,1.3,0.03,43,7.0,4,4,1,15,4,7.0
Female,Product,No,5,10,10.0,1.0,57,6.2,2,1,5,10,0,6.5
Male,Service,No,4,8,6.7,0.58,50,5.6,1,1,4,8,1,6.0
Male,Product,Yes,3,7,7.2,0.53,50,5.7,1,3,5,10,0,6.0
Male,Service,No,1,3,3.2,0.12,35,6.7,5,3,2,18,3,7.0
Female,Service,Yes,2,5,6.3,0.43,58,4.4,2,1,4,18,1,4.5
Male,Product,No,2,4,8.5,0.66,49,6.3,2,3,4,13,0,6.5
Female,Service,No,3,5,6.3,0.55,48,5.9,2,3,4,13,1,6.0
Female,Product,Yes,1,3,5.3,0.33,39,7.1,5,3,2,11,4,7.5
Male,Service,Yes,4,7,7.6,0.6,51,6.1,1,1,4,4,1,6.5
Male,Product,Yes,1,4,6.2,0.42,59,5.1,2,3,4,4,0,5.5
Female,Service,No,2,6,6.3,0.52,54,5.6,1,2,4,4,1,6.0
Female,Service,No,2,3,4.2,0.37,36,7.7,5,4,2,19,5,8.0
Male,Product,Yes,2,4,5.1,0.41,58,5.3,2,1,5,3,1,5.5
Female,Service,No,2,5,6.9,0.54,56,5.7,1,2,5,3,0,6.0
Male,Product,Yes,2,4,5.7,0.4,37,6.7,3,5,1,4,4,7.0
Female,Service,Yes,2,3,3.9,0.3,37,6.3,4,3,3,15,2,6.5
Male,Service,Yes,3,5,6.1,0.48,57,6.7,2,1,5,18,1,7.0
Male,Product,No,1,2,3.5,0.2,36,7.6,5,5,3,15,2,8.0
Male,Service,No,2,5,6.4,0.55,56,5.3,2,2,4,13,0,5.5
Male,Service,No,2,5,8.1,0.63,49,6.0,2,2,4,6,1,6.0
Female,Service,Yes,3,5,5.7,0.49,55,5.7,2,2,5,5,1,6.0
Male,Product,No,4,7,7.3,0.58,48,5.6,2,3,5,14,0,6.0
Male,Product,No,1,2,3.0,0.13,43,8.1,5,3,2,3,2,8.5
Female,Service,No,4,7,6.704897529426022,0.56,57,6.4,1,1,5,5,0,6.5
Male,Service,No,3,7,7.6,0.68,57,5.0,1,2,4,10,0,5.0
Male,Product,Yes,1,1,0.7,0.0,40,7.6,4,4,1,8,4,8.0
Female,Service,Yes,3,5,5.4,0.38,44,6.5,3,5,2,8,2,6.5
Male,Product,Yes,2,4,4.2,0.33,37,6.6,3,4,1,10,4,7.0
Female,Service,Yes,0,1,2.3,0.15,38,7.3,3,4,1,7,5,7.5
Female,Service,No,2,2,3.7,0.18,35,6.2,3,4,1,6,5,6.5
Male,Service,Yes,3,5,6.0,0.58,54,5.0,2,1,5,17,1,5.0
Male,Service,No,4,6,7.194056713698372,0.61,51,5.3,1,2,4,11,1,5.5
Female,Service,Yes,1,2,1.7,0.08,44,7.4,4,4,3,16,2,7.5
Female,Service,No,2,5,5.8,0.48,50,5.2,2,3,4,13,1,5.5
Female,Service,No,2,5,7.6,0.55,52,5.1,1,3,4,10,1,5.5
Female,Service,Yes,1,3,5.5,0.5,49,5.5,1,1,4,16,1,5.5
Female,Service,No,1,2,4.2,0.27,44,6.0,4,5,1,18,3,6.0
Male,Service,No,5,9,9.2,0.9,51,4.9,2,2,5,19,1,5.0
Male,Service,No,3,6,7.7,0.57,55,6.1,1,2,4,4,0,6.5
Female,Service,Yes,0,1,0.0,0.0,37,6.5,3,3,2,8,2,6.5
Male,Service,No,5,9,9.9,0.88,52,6.1,1,3,5,17,0,6.5
Male,Service,Yes,2,3,2.0,0.14,38,6.8,3,3,1,10,2,7.0
Male,Service,No,3,6,8.5,0.67,48,4.3,1,1,4,9,1,4.5
Male,Product,No,3,5,4.9,0.45,53,5.3,2,2,4,11,0,5.5
Female,Product,Yes,2,4,5.2,0.3,36,6.5,3,3,3,18,4,6.5
Male,Product,No,2,6,7.1,0.67,58,5.6,2,3,4,9,0,6.0
Female,Product,Yes,2,5,5.9,0.4,35,7.2,3,3,2,12,3,7.5
Female,Product,Yes,2,4,5.9,0.47,53,5.4,1,1,4,3,0,5.5
Female,Service,Yes,1,3,5.8,0.48,57,5.3,1,2,5,7,0,5.5
Male,Product,Yes,2,5,5.5,0.36,37,6.8,5,3,3,16,2,7.0
Male,Service,No,2,5,6.6,0.56,48,5.6,2,2,5,8,1,6.0
Female,Service,No,3,7,9.7,1.0,55,6.4,1,1,4,14,1,6.5
Male,Product,No,5,10,10.336124548918875,0.96,48,6.2,2,1,5,17,1,6.5
Male,Product,No,1,1,1.8,0.08,38,6.2,3,5,1,19,3,6.5
Male,Service,Yes,4,7,8.4,0.65,59,4.5,2,2,4,7,0,4.5
Female,Service,Yes,0,1,0.8,0.07,39,7.2,5,4,2,11,4,7.5
